station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,snow_in,avg_feel,IATA
SJC,2023-07-09,69.0,54.0,54.0,46.9,0.0,8.342172,,61.588364,SJC
SNA,2023-07-09,74.0,64.0,59.0,55.9,0.0,4.171086,,68.22501,SNA
SMF,2023-07-09,83.0,55.0,53.1,48.9,0.0,11.035998,,66.60848,SMF
OAK,2023-07-09,64.0,54.0,54.0,48.9,0.0001,13.816722,,57.916862,OAK
OAK,2023-07-10,67.0,53.0,54.0,51.1,0.0001,7.994581,,58.21568,OAK
SMF,2023-07-10,92.0,55.0,57.0,46.0,0.0,4.6924715,,72.209496,SMF
SJC,2023-07-10,75.0,57.0,57.0,52.0,0.0,6.8649125,,64.49596,SJC
SNA,2023-07-10,77.0,62.0,61.0,57.0,0.0,5.2138577,,69.012825,SNA
SJC,2023-07-11,85.0,56.0,59.0,53.1,0.0,5.2138577,,68.42441,SJC
OAK,2023-07-11,73.0,52.0,55.0,48.9,0.0,7.820786,,61.14432,OAK
SNA,2023-07-11,82.0,65.0,62.1,57.0,0.0,4.5186763,,71.72143,SNA
SMF,2023-07-11,97.0,62.0,57.0,41.0,0.0,4.8662667,,78.91079,SMF
OAK,2023-07-12,68.0,55.0,54.0,51.1,0.0,7.994581,,59.836098,OAK
SMF,2023-07-12,95.0,64.0,57.0,48.9,0.0,9.558739,,77.18998,SMF
SJC,2023-07-12,78.0,55.0,59.0,53.1,0.0,5.0400624,,65.76641,SJC
SNA,2023-07-12,87.0,66.0,63.0,46.0,0.0,4.431779,,75.00524,SNA
OAK,2023-07-13,72.0,54.0,55.0,52.0,0.0,7.907684,,61.491917,OAK
SNA,2023-07-13,84.0,67.0,62.1,53.0,0.0,5.387653,,75.21279,SNA
SJC,2023-07-13,84.0,58.0,59.0,54.0,0.0,5.9090385,,69.56289,SJC
SMF,2023-07-13,97.0,62.0,60.0,52.0,0.0,5.9090385,,78.130486,SMF
SNA,2023-07-14,83.0,64.0,64.0,57.0,0.0,5.9090385,,72.53032,SNA
SMF,2023-07-14,104.0,63.0,64.0,50.0,0.0,5.12696,,82.43605,SMF
SJC,2023-07-14,85.0,59.0,61.0,56.0,0.0,5.8221407,,69.693115,SJC
OAK,2023-07-14,75.0,56.0,56.0,53.0,0.0,7.820786,,61.6446,OAK
SJC,2023-07-15,89.0,59.0,62.0,56.0,0.0,4.8662667,,71.69388,SJC
SMF,2023-07-15,106.0,65.0,65.0,55.0,0.0,4.5186763,,87.31409,SMF
SNA,2023-07-15,77.0,65.0,64.0,61.0,0.0,6.256629,,69.81464,SNA
OAK,2023-07-15,79.0,56.0,56.0,54.0,0.0,6.8649125,,63.592335,OAK
SNA,2023-07-16,78.0,66.0,64.0,62.0,0.0,5.8221407,,70.97143,SNA
SJC,2023-07-16,91.0,62.0,64.0,58.0,0.0,5.2138577,,73.818245,SJC
SMF,2023-07-16,108.0,69.0,63.0,55.0,0.0,5.561448,,89.154686,SMF
OAK,2023-07-16,76.0,56.0,58.0,53.0,0.0,8.602865,,64.234146,OAK
OAK,2023-07-17,74.0,57.0,57.0,54.0,0.0,7.0387077,,65.30523,OAK
SMF,2023-07-17,101.0,75.0,64.0,51.0,0.0,9.471841,,85.263725,SMF
SJC,2023-07-17,89.0,64.0,63.0,55.0,0.0,5.8221407,,74.57423,SJC
SNA,2023-07-17,84.0,68.0,65.0,62.0,0.0,5.9090385,,73.31049,SNA
SMF,2023-07-18,94.0,67.0,58.0,51.0,0.0,9.645637,,78.589424,SMF
SNA,2023-07-18,84.0,68.0,65.0,61.0,0.0,5.4745502,,74.13688,SNA
OAK,2023-07-18,69.0,55.0,56.0,53.0,0.0,7.994581,,60.66899,OAK
SJC,2023-07-18,80.0,59.0,61.0,55.0,0.0,6.8649125,,68.08083,SJC
OAK,2023-07-19,68.0,56.0,55.0,53.0,0.0,8.255275,,60.41324,OAK
SMF,2023-07-19,96.0,58.0,60.0,52.0,0.0,6.3435264,,75.45514,SMF
